row_id,attacker_model,dataset,attack_type,victim_model,attack_method,similarity,clean_similarity,threshold,breach,impact
10,Facenet512,vggface2_pairs,dodging_attack,Facenet512,ATT,0.3827710191028534,0.7888361215591431,0.35762,0,0.4060651024562897
11,Facenet512,vggface2_pairs,dodging_attack,Facenet512,ATT,-0.0877377253491841,0.7133797407150269,0.35762,1,0.801117466064211
0,GhostFaceNet,lfw_pairs,impersonation_attack,Facenet512,ATT,0.2814835359237271,0.2037829756736755,0.306555,0,0.07770056025005159
32,GhostFaceNet,lfw_pairs,impersonation_attack,Facenet512,ATT,0.306173653336886,0.0512039996683597,0.306555,0,0.2549696536685263
48,GhostFaceNet,lfw_pairs,impersonation_attack,Facenet512,ATT,-0.1627202503452906,-0.1588931530714035,0.306555,0,-0.003827097273887109
57,GhostFaceNet,lfw_pairs,impersonation_attack,Facenet512,ATT,0.3375397712600976,0.1256765872240066,0.306555,1,0.211863184036091
60,GhostFaceNet,lfw_pairs,impersonation_attack,Facenet512,ATT,0.3169617443672942,0.1686835289001464,0.306555,1,0.14827821546714778
2,GhostFaceNet,celeba_pairs,impersonation_attack,Facenet512,ATT,-0.0043012582953449,0.0810722559690475,0.293804,0,-0.08537351426439241
8,GhostFaceNet,celeba_pairs,impersonation_attack,Facenet512,ATT,0.2238331800395636,-0.2507398426532745,0.293804,0,0.4745730226928381
12,GhostFaceNet,celeba_pairs,impersonation_attack,Facenet512,ATT,0.2378569741411197,0.0975427031517028,0.293804,0,0.1403142709894169
26,GhostFaceNet,celeba_pairs,impersonation_attack,Facenet512,ATT,-0.0978957202853635,-0.209015667438507,0.293804,0,0.1111199471531435
34,GhostFaceNet,celeba_pairs,impersonation_attack,Facenet512,ATT,0.1469782961969891,0.0368540957570076,0.293804,0,0.1101242004399815
3,GhostFaceNet,vggface2_pairs,impersonation_attack,Facenet512,ATT,0.0378321524870035,0.0153017658740282,0.35762,0,0.022530386612975302
5,GhostFaceNet,vggface2_pairs,impersonation_attack,Facenet512,ATT,-0.0671079019065403,-0.0816236436367034,0.35762,0,0.014515741730163095
17,GhostFaceNet,vggface2_pairs,impersonation_attack,Facenet512,ATT,0.2653378722332591,-0.0131816901266574,0.35762,0,0.2785195623599165
19,GhostFaceNet,vggface2_pairs,impersonation_attack,Facenet512,ATT,-0.072118143273171,0.0531447790563106,0.35762,0,-0.1252629223294816
21,GhostFaceNet,vggface2_pairs,impersonation_attack,Facenet512,ATT,-0.0321739236709059,-0.2023607045412063,0.35762,0,0.1701867808703004
6,GhostFaceNet,lfw_pairs,dodging_attack,Facenet512,ATT,0.5376819461947556,0.7516776323318481,0.306555,0,0.21399568613709252
9,GhostFaceNet,lfw_pairs,dodging_attack,Facenet512,ATT,0.8197943473950845,0.8218121528625488,0.306555,0,0.0020178054674643287
15,GhostFaceNet,lfw_pairs,dodging_attack,Facenet512,ATT,0.4563694213325474,0.6876072287559509,0.306555,0,0.23123780742340355
16,GhostFaceNet,lfw_pairs,dodging_attack,Facenet512,ATT,0.7967521072862181,0.7765311598777771,0.306555,0,-0.020220947408441048
